SKU,SalePrice
42355001,5.54
42930001,3.75
42357001,5.54
43094001,2.8
42111001,4.2
42773001,17.98
43726001,3.56
43887001,5.97
42106001,5.13
43485001,6.28
43855001,3.0
42418001,2.5
43981001,0.9
42496001,1.82
43968001,1.94
43535001,11.98
42427001,2.5
42095001,4.49
42831001,0.87
42128001,1.74
42469001,1.69
42793001,3.28
42695001,5.84
43100001,4.06
43718001,3.75
43629001,7.64
44002001,3.88
42142001,2.36
43236001,1.42
43907001,2.58
42265001,5.84
42241001,4.64
42945001,2.61
43696001,10.48
43761001,2.2
42532001,8.24
43576001,4.04
43864001,2.68
42598001,3.88
42889001,5.66
42876001,4.78
42647001,8.98
43735001,2.43
43607001,7.18
43715001,2.94
42687001,2.4
42160001,2.8
43489001,6.28
44057001,4.46
42723001,4.38
42466001,1.76
43543001,4.19
43779001,0.84
43245001,6.74
43670001,1.77
43177001,2.98
42200001,1.76
42869001,3.74
42358001,2.84
43031001,34.48
42314001,3.21
43332001,1.94
42360001,2.84
42358001,2.84
42934001,5.38
42441001,6.58
43389001,5.68
42520001,5.98
42962001,5.54
42396001,1.64
44128001,3.51
43818001,5.08
43700001,10.48
42250001,2.72
43670001,1.77
42688001,4.41
42555001,13.04
42855001,2.98
43382001,2.85
43169001,1.96
42847001,1.78
42402001,2.5
42083001,5.98
43472001,6.74
42910001,3.75
43132001,2.64
42354001,13.04
43465001,4.94
44154001,16.48
43904001,1.02
42084001,5.98
43100001,4.06
42838001,2.67
43518001,5.34
42536001,13.48
42927001,5.38
42276001,2.61
43957001,1.34
43674001,4.26
43223001,2.19
42431001,1.5
42705001,4.19
43661001,5.26
42358001,2.84
43743001,5.72
42235001,4.5
42839001,1.4
44074001,2.08
42248001,1.98
43936001,4.08
43174001,1.38
43424001,5.98
44010001,3.94
44064001,2.08
42359001,5.54
42899001,6.58
42390001,3.75
44123001,5.24
42571001,5.98
42671001,5.98
42312001,4.64
42883001,3.75
43735001,2.43
44060001,3.88
42359001,5.54
43530001,8.54
44124001,5.24
42568001,5.98
42314001,3.21
42312001,4.64
43186001,2.76
42916001,3.75
42359001,5.54
42360001,2.84
42924001,3.75
42269001,2.98
43528001,7.48
42573001,5.98
42311001,3.44
42313001,3.44
43274001,2.68
44023001,1.64
43272001,2.39
43292001,1.64
43035001,16.48
42604001,15.74
42658001,2.68
42289001,11.98
42302001,4.49
44096001,4.49
43411001,4.49
42193001,2.91
43910001,4.49
43468001,6.44
42792001,6.28
42839001,1.4
43569001,1.4
43152001,5.04
42693001,4.19
42903001,6.58
42336001,3.74
42564001,5.68
43946001,1.69
42293001,11.98
43889001,4.98
43828001,7.48
43732001,1.08
42866001,3.38
42530001,3.28
43076001,2.66
43481001,5.98
42897001,3.75
42582001,6.44
43697001,10.48
43724001,4.43
43724001,4.43
43893001,2.76
43224001,5.58
43408001,2.54
43643001,4.46
42979001,5.54
43920001,2.67
43443001,4.04
43818001,5.08
42196001,1.02
43909001,2.49
42399001,2.5
43208001,2.68
43961001,4.94
44145001,4.76
42374001,5.16
42723001,4.38
42815001,4.04
43629001,7.64
42106001,5.13
42806001,4.34
43125001,3.58
42426001,2.5
42239001,1.5
43567001,4.26
43122001,3.57
42878001,5.24
42452001,1.08
43112001,1.03
43848001,5.98
42379001,2.54
43900001,1.01
42536001,13.48
43550001,11.98
42262001,1.74
42757001,5.42
42265001,5.84
44114001,3.24
44135001,1.34
43758001,5.73
42355001,5.54
42359001,5.54
43387001,6.58
42942001,5.38
44123001,5.24
42331001,6.58
42521001,5.98
43909001,2.49
43184001,5.31
43134001,2.06
42387001,5.25
42190001,5.1
43584001,3.88
43751001,5.91
42677001,4.96
42629001,5.24
42437001,1.34
42206001,2.76
42308001,4.49
42103001,2.31
44150001,5.54
42916001,3.75
42982001,4.34
43980001,0.86
43055001,3.53
42357001,5.54
42359001,5.54
42909001,3.75
43689001,2.98
42896001,6.58
42334001,4.49
42577001,6.44
42582001,6.44
42976001,5.98
42826001,2.1
42313001,3.44
42312001,4.64
43368001,1.34
44017001,1.64
43333001,1.64
43365001,1.34
43338001,1.94
43036001,31.48
42323001,4.22
42465001,1.35
42227001,3.82
42360001,2.84
42444001,6.58
43403001,4.49
42923001,6.58
42266001,4.94
42313001,3.44
42312001,4.64
43173001,1.1
43958001,3.0
43405001,4.49
44104001,2.08
43132001,2.64
42307001,5.98
43525001,2.24
42793001,3.28
43429001,5.24
42856001,4.49
42801001,2.25
43170001,2.6
43163001,4.16
42736001,4.66
42707001,4.19
42357001,5.54
43401001,7.04
44122001,5.24
42350001,3.28
43072001,5.4
43812001,1.86
43905001,3.76
43735001,2.43
43694001,10.48
43486001,6.28
42678001,3.33
43567001,4.26
43495001,4.49
42704001,4.19
42105001,3.93
42658001,2.68
44160001,9.74
42723001,4.38
42345001,4.94
42468001,1.86
43243001,10.48
43075001,5.43
42907001,3.75
43108001,0.86
42720001,1.47
42363001,4.94
43726001,3.56
44054001,1.14
43596001,11.24
43004001,23.08
43627001,8.98
42668001,4.94
42639001,4.94
42109001,3.85
44067001,2.08
43486001,6.28
43971001,1.94
43773001,5.08
42429001,2.5
42218001,3.88
42216001,4.11
42357001,5.54
42359001,5.54
42392001,4.49
42522001,5.98
42571001,5.98
43528001,7.48
43807001,0.94
43566001,2.86
43852001,2.54
42224001,2.04
43135001,3.27
42324001,10.48
42328001,13.5
42747001,3.62
42637001,1.24
43200001,2.36
42797001,2.98
42183001,3.75
43106001,2.24
43587001,4.88
42356001,2.84
42914001,3.75
43689001,2.98
42898001,3.75
42582001,6.44
43529001,7.48
42266001,4.94
42311001,3.44
42312001,4.64
43318001,1.94
42607001,42.74
42600001,15.74
43129001,4.34
42192001,2.8
42380001,2.36
43790001,1.5
42121001,2.13
42394001,3.75
42098001,5.24
43848001,5.98
42667001,10.5
43056001,3.46
43155001,4.66
42306001,5.98
42233001,4.5
42854001,5.24
42658001,2.68
42083001,5.98
43135001,3.27
42558001,3.28
43539001,11.98
43078001,5.18
43732001,1.08
43721001,1.46
42996001,0.76
42563001,5.68
43336001,1.94
42470001,3.68
42312001,4.64
43319001,1.94
42976001,5.98
42267001,2.54
44041001,1.18
43321001,1.94
42524001,5.24
42360001,2.84
43393001,11.54
43013001,16.48
43032001,33.74
42352001,8.98
43907001,2.58
42888001,3.75
43192001,2.84
42381001,3.5
42373001,5.34
42509001,14.98
43146001,2.14
43113001,2.28
42355001,5.54
44131001,8.24
42562001,4.04
44123001,5.24
42562001,4.04
42311001,3.44
42313001,3.44
43373001,1.34
43326001,1.94
43310001,2.54
43279001,3.74
43214001,15.74
43116001,2.56
42852001,2.54
43248001,10.48
42084001,5.98
43111001,3.62
42128001,1.74
43166001,4.44
43234001,2.92
42383001,6.28
42238001,1.5
44140001,4.14
43496001,6.74
43882001,4.17
42748001,2.34
43758001,5.73
43651001,3.32
44160001,9.74
43930001,3.57
42356001,2.84
43393001,11.54
42529001,5.98
42794001,2.25
43382001,2.85
42585001,16.48
43576001,4.04
43168001,3.6
42960001,2.25
42669001,4.94
43162001,2.43
43693001,10.48
42643001,3.0
42754001,5.98
43044001,5.84
42512001,2.25
44150001,5.54
42427001,2.5
42802001,5.25
43065001,4.47
43392001,6.58
42267001,2.54
42359001,5.54
43415001,0.75
43108001,0.86
43711001,3.7
42453001,3.81
42805001,4.34
42985001,2.86
44160001,9.74
44095001,4.49
43148001,1.89
42140001,2.33
43505001,10.48
43868001,2.54
43431001,5.24
42795001,2.98
43647001,3.68
43537001,11.98
42979001,5.54
42162001,5.16
43747001,5.86
42234001,4.5
42551001,3.28
43669001,4.44
42758001,4.17
42310001,1.48
43083001,3.34
42253001,5.18
43855001,3.0
43252001,2.01
42352001,8.98
43951001,4.36
42239001,1.5
42124001,3.6
42124001,3.6
42537001,3.28
42848001,2.98
43946001,1.69
43907001,2.58
42985001,2.86
43972001,1.94
43504001,10.48
42663001,6.58
42359001,5.54
42360001,2.84
42932001,3.75
43689001,2.98
42521001,5.98
42311001,3.44
42312001,4.64
43748001,2.84
43938001,4.98
43815001,5.6
42332001,4.19
42952001,3.6
43461001,21.28
43130001,5.68
42545001,13.48
43522001,2.9
42728001,5.24
44058001,3.69
43051001,1.5
42357001,5.54
42942001,5.38
42391001,3.75
42350001,3.28
42311001,3.44
43292001,1.64
43332001,1.94
43314001,1.03
43264001,3.74
43377001,1.34
42603001,28.18
43012001,16.48
42689001,4.19
43422001,4.49
43860001,2.68
43720001,4.34
42554001,3.28
42872001,3.74
42415001,2.5
42884001,3.75
42552001,1.64
42292001,11.98
43635001,11.38
42321001,2.62
44111001,6.58
42779001,16.48
43562001,0.76
42310001,1.48
43008001,2.54
42665001,9.88
43236001,1.42
43694001,10.48
43649001,1.8
42720001,1.47
44000001,5.93
44082001,2.98
43105001,4.23
43746001,1.27
42950001,1.92
43610001,1.64
42657001,8.98
43998001,3.34
42437001,1.34
43887001,5.97
42384001,5.03
42140001,2.33
43586001,1.08
43150001,4.35
43997001,3.69
44059001,3.88
43561001,4.43
42193001,2.91
42783001,4.34
43174001,1.38
42748001,2.34
42139001,4.4
42301001,9.88
42360001,2.84
42356001,2.84
43386001,9.88
42922001,4.49
42520001,5.98
42568001,5.98
42312001,4.64
43288001,1.64
44026001,1.18
43311001,2.54
43314001,1.03
42152001,11.98
44142001,4.46
43710001,4.1
43091001,5.1
43197001,4.11
43849001,4.49
43981001,0.9
43957001,1.34
43226001,4.22
43725001,2.16
42355001,5.54
42355001,5.54
42921001,14.08
42583001,6.44
43148001,1.89
42403001,2.5
43219001,2.74
42967001,1.48
42437001,1.34
43598001,10.64
43561001,4.43
42355001,5.54
42360001,2.84
43504001,10.48
42594001,16.48
43864001,2.68
43543001,4.19
43441001,4.49
43761001,2.2
43613001,1.64
42635001,4.19
44048001,2.03
44089001,3.88
42398001,7.48
42371001,1.46
43752001,4.49
44083001,2.08
43412001,4.49
42639001,4.94
42978001,2.85
42467001,4.04
43784001,2.76
42386001,5.46
42110001,1.22
42981001,3.68
42554001,3.28
42421001,1.5
43808001,2.28
43521001,2.19
42357001,5.54
42091001,10.48
42520001,5.98
42644001,6.28
43965001,1.94
43222001,4.44
42771001,17.98
43571001,1.44
42275001,2.13
42238001,1.5
43503001,10.48
43555001,6.44
43661001,5.26
43854001,2.39
42167001,3.75
42273001,2.3
43545001,11.98
42284001,11.98
43668001,4.89
43886001,1.2
43880001,3.88
42358001,2.84
43117001,0.84
43914001,4.0
42770001,5.98
43865001,2.68
42190001,5.1
42569001,4.49
42732001,4.34
43121001,2.86
42962001,5.54
43869001,2.68
42861001,2.98
43180001,4.49
43421001,4.49
42553001,3.28
42424001,2.5
43005001,23.08
43722001,2.3
43080001,0.94
43918001,4.17
43451001,4.49
42435001,1.34
42358001,2.84
42357001,5.54
42932001,3.75
42524001,5.24
42349001,3.28
42313001,3.44
43939001,2.33
43567001,4.26
42745001,3.34
42507001,1.83
42709001,3.58
43104001,2.49
43905001,3.76
43969001,1.94
42181001,8.24
42176001,4.5
43543001,4.19
43437001,4.94
43111001,3.62
42456001,2.06
42201001,5.68
42732001,4.34
42175001,4.5
42205001,2.66
43673001,2.11
43587001,4.88
42355001,5.54
42356001,2.84
44054001,1.14
42840001,5.88
43824001,2.5
42479001,2.58
42625001,8.24
43549001,4.19
42641001,5.98
42823001,3.54
42918001,3.75
43091001,5.1
43999001,5.32
43644001,4.06
43487001,6.28
43626001,4.94
42867001,4.49
43002001,1.32
43487001,6.28
42817001,4.04
43723001,2.33
42162001,5.16
42931001,5.38
42396001,1.64
42145001,3.32
42360001,2.84
42863001,2.24
42356001,2.84
42446001,13.18
43393001,11.54
43384001,6.58
44124001,5.24
42314001,3.21
44045001,1.94
43292001,1.64
43021001,16.48
43015001,16.48
43678001,2.6
42095001,4.49
42630001,4.78
42946001,3.74
43557001,1.82
42831001,0.87
43229001,2.72
44091001,4.49
42422001,7.94
43619001,7.64
43332001,1.94
42357001,5.54
43864001,2.68
42857001,2.54
43055001,3.53
42355001,5.54
43156001,5.08
43081001,3.16
43574001,2.46
44121001,3.44
43491001,5.54
42142001,2.36
43111001,3.62
42190001,5.1
42467001,4.04
42722001,4.22
44062001,3.88
42420001,4.47
44057001,4.46
42306001,5.98
42748001,2.34
42285001,11.98
42833001,2.28
43525001,2.24
43593001,11.24
44113001,1.35
42327001,4.78
42476001,2.2
42357001,5.54
42355001,5.54
42336001,3.74
42898001,3.75
42091001,10.48
42350001,3.28
43122001,3.57
43061001,5.38
43197001,4.11
43071001,4.34
43573001,2.82
43049001,1.5
42880001,3.75
42884001,3.75
42929001,5.38
43554001,2.98
42955001,5.74
43867001,2.68
42954001,4.46
42083001,5.98
42359001,5.54
42392001,4.49
42562001,4.04
42266001,4.94
44098001,2.08
42196001,1.02
42707001,4.19
43959001,1.76
43096001,1.4
43407001,8.22
42127001,2.64
42642001,6.28
43976001,1.94
43971001,1.94
42277001,3.36
43729001,2.0
42182001,3.75
43501001,4.49
42812001,3.58
43415001,0.75
43966001,1.94
42730001,5.08
42657001,8.98
42201001,5.68
42356001,2.84
43686001,2.98
42571001,5.98
42311001,3.44
42313001,3.44
42834001,0.96
42095001,4.49
42131001,4.78
42974001,0.75
42353001,8.98
44090001,4.49
42087001,17.38
42409001,2.5
42711001,3.58
42309001,1.48
42276001,2.61
42954001,4.46
44156001,9.88
43197001,4.11
43429001,5.24
44117001,0.99
43184001,5.31
42894001,3.75
42235001,4.5
42885001,5.98
44055001,0.94
42631001,7.18
43083001,3.34
43383001,1.72
42659001,4.94
43074001,3.7
42888001,3.75
44096001,4.49
42277001,3.36
43546001,11.98
44113001,1.35
42852001,2.54
43518001,5.34
43482001,5.98
42195001,3.96
42625001,8.24
42563001,5.68
42358001,2.84
42358001,2.84
44130001,8.24
42357001,5.54
42651001,4.94
42350001,3.28
42566001,5.68
42312001,4.64
43834001,3.54
42944001,2.3
42413001,2.5
42665001,9.88
43691001,5.54
43957001,1.34
43206001,3.99
43942001,5.5
42317001,2.98
42848001,2.98
43249001,10.48
43815001,5.6
42547001,3.28
42552001,1.64
42592001,16.48
43713001,3.69
43112001,1.03
43792001,4.38
42896001,6.58
42359001,5.54
42267001,2.54
42896001,6.58
42358001,2.84
42355001,5.54
42358001,2.84
43168001,3.6
43844001,14.84
42810001,3.58
42414001,2.5
43121001,2.86
44058001,3.69
42320001,4.46
43584001,3.88
42505001,1.98
42477001,2.24
44071001,2.08
43409001,10.48
42088001,7.48
42957001,2.8
44147001,5.38
42355001,5.54
42359001,5.54
42654001,4.94
42521001,5.98
43800001,2.28
42398001,7.48
43228001,5.22
43406001,7.48
43149001,5.79
42515001,6.44
42667001,10.5
43151001,5.91
43837001,1.96
42488001,1.9
43451001,4.49
43786001,14.84
43502001,10.48
43145001,4.22
42504001,1.92
42358001,2.84
43398001,7.04
44123001,5.24
42523001,5.24
43528001,7.48
43157001,2.61
43802001,5.28
42626001,7.48
42469001,1.69
43119001,4.08
42358001,2.84
43201001,1.34
43591001,11.24
43075001,5.43
42833001,2.28
43802001,5.28
42746001,2.43
43965001,1.94
42401001,2.5
43204001,2.7
42763001,17.98
42429001,2.5
42487001,3.46
43472001,6.74
44002001,3.88
42808001,2.98
42253001,5.18
43974001,1.94
43079001,3.4
43700001,10.48
42264001,3.28
42691001,5.84
43451001,4.49
43516001,3.3
42797001,2.98
43938001,4.98
42101001,10.94
42355001,5.54
42760001,9.0
42728001,5.24
42284001,11.98
42753001,2.5
43932001,4.3
44071001,2.08
42927001,5.38
44135001,1.34
42547001,3.28
43922001,4.49
42298001,11.98
42323001,4.22
43681001,1.98
43198001,5.9
43705001,4.94
42106001,5.13
42358001,2.84
42336001,3.74
43392001,6.58
42563001,5.68
43527001,7.48
42312001,4.64
43288001,1.64
43368001,1.34
43332001,1.94
43288001,1.64
43280001,3.74
42610001,16.48
42805001,4.34
43052001,3.28
43416001,6.74
43480001,5.98
42639001,4.94
44142001,4.46
43043001,4.94
42197001,2.5
43741001,0.93
42359001,5.54
42357001,5.54
42357001,5.54
43690001,4.94
42562001,4.04
42953001,0.92
42363001,4.94
43930001,3.57
43721001,1.46
43541001,8.24
43913001,5.86
43174001,1.38
43431001,5.24
42996001,0.76
44094001,4.49
43135001,3.27
43936001,4.08
43830001,2.73
42258001,2.34
44079001,2.08
42974001,0.75
43934001,3.3
43709001,5.54
42672001,4.94
42969001,1.48
42107001,2.01
42113001,2.56
43060001,2.39
42858001,2.98
42806001,4.34
42429001,2.5
43919001,2.33
42503001,1.72
43887001,5.97
42740001,4.12
42359001,5.54
43689001,2.98
42346001,3.74
42349001,3.28
42312001,4.64
43255001,2.68
43253001,4.19
43294001,1.64
43268001,3.74
43256001,3.74
42605001,15.74
43022001,16.48
43869001,2.68
42629001,5.24
42650001,8.98
42978001,2.85
43907001,2.58
42483001,2.98
42106001,5.13
42631001,7.18
42135001,2.94
42221001,5.26
43166001,4.44
42187001,3.99
43176001,4.49
43983001,2.61
43715001,2.94
43628001,8.98
42358001,2.84
43399001,7.04
42575001,5.98
42334001,4.49
43137001,3.8
42676001,3.33
42541001,3.28
42092001,1.5
43118001,1.98
43472001,6.74
43593001,11.24
43058001,3.4
42452001,1.08
43179001,4.49
42356001,2.84
43911001,3.97
43134001,2.06
42742001,3.15
42333001,4.49
42240001,1.5
43982001,2.1
43610001,1.64
43765001,4.4
43567001,4.26
42095001,4.49
43680001,3.26
42238001,1.5
42431001,1.5
42669001,4.94
43738001,7.48
43642001,1.44
43099001,2.4
43465001,4.94
43739001,5.24
42314001,3.21
43369001,1.34
43032001,33.74
42312001,4.64
42581001,5.68
43366001,1.34
42574001,5.98
42444001,6.58
42355001,5.54
42355001,5.54
42348001,3.28
42654001,4.94
42873001,4.49
42521001,5.98
44122001,5.24
43699001,10.48
42680001,2.56
42353001,8.98
42820001,13.18
43883001,2.5
43203001,4.94
43589001,4.06
42413001,2.5
44102001,2.08
43202001,4.4
42357001,5.54
42360001,2.84
42942001,5.38
43685001,2.98
42939001,3.75
42850001,2.54
42686001,1.03
42912001,3.75
44155001,9.88
43194001,1.02
43651001,3.32
42848001,2.98
43910001,4.49
42593001,16.48
43067001,3.97
44152001,17.98
44047001,2.67
43871001,2.08
42367001,4.43
42676001,3.33
42674001,3.62
42212001,3.62
43251001,5.07
43875001,19.48
42481001,2.98
42870001,3.74
43103001,2.0
42688001,4.41
42425001,4.78
42679001,2.44
43468001,6.44
44113001,1.35
42935001,5.38
43602001,11.38
42877001,5.24
42394001,3.75
43816001,4.06
43649001,1.8
43446001,4.04
42776001,5.98
42122001,2.66
42649001,8.98
43131001,4.34
43510001,3.99
43776001,5.24
43237001,5.84
44079001,2.08
43473001,6.44
43085001,5.61
42106001,5.13
43769001,5.42
42642001,6.28
43540001,8.24
43839001,5.62
42247001,2.13
42946001,3.74
42110001,1.22
43871001,2.08
43103001,2.0
42401001,2.5
43518001,5.34
42810001,3.58
42692001,4.19
43637001,5.46
42510001,29.98
42752001,1.94
42714001,3.58
42435001,1.34
42517001,6.44
42402001,2.5
42231001,4.5
43539001,11.98
42745001,3.34
43242001,3.16
42229001,4.5
43744001,2.74
43934001,3.3
43175001,3.2
43699001,10.48
43890001,1.92
43499001,6.74
43542001,11.98
42751001,4.49
42993001,5.19
42875001,8.98
42773001,17.98
42356001,2.84
42898001,3.75
42652001,4.94
44125001,5.24
42575001,5.98
42850001,2.54
42314001,3.21
43494001,4.49
44066001,2.08
42402001,2.5
42147001,2.1
42218001,3.88
43875001,19.48
42830001,1.23
44090001,4.49
44065001,2.08
43953001,3.38
43520001,2.16
43121001,2.86
42361001,1.48
42281001,11.98
42438001,1.34
44150001,5.54
43558001,5.76
43247001,10.48
42929001,5.38
42360001,2.84
42359001,5.54
42705001,4.19
42367001,4.43
42426001,2.5
44095001,4.49
43844001,14.84
43680001,3.26
42431001,1.5
43186001,2.76
42821001,6.58
42825001,1.84
42836001,2.52
44047001,2.67
43674001,4.26
43706001,5.84
43927001,1.32
43882001,4.17
43553001,3.74
42658001,2.68
42736001,4.66
44108001,2.98
42872001,3.74
44156001,9.88
42287001,21.44
43705001,4.94
42589001,16.48
42596001,10.18
43906001,2.78
43229001,2.72
42359001,5.54
43398001,7.04
42923001,6.58
42570001,5.98
42844001,4.41
44058001,3.69
42589001,16.48
42952001,3.6
43868001,2.54
42258001,2.34
44143001,0.88
42683001,3.39
43877001,3.82
42546001,3.28
42791001,11.24
42360001,2.84
42355001,5.54
44047001,2.67
43912001,5.74
43663001,2.03
43560001,3.6
42658001,2.68
43049001,1.5
43612001,11.24
43160001,3.84
42452001,1.08
42729001,4.49
42803001,4.5
43487001,6.28
42864001,3.75
42746001,2.43
42972001,0.75
42688001,4.41
42357001,5.54
42360001,2.84
42938001,3.75
42900001,6.58
43527001,7.48
42570001,5.98
42312001,4.64
42311001,3.44
43153001,2.46
42837001,3.74
42119001,2.94
42357001,5.54
42357001,5.54
44131001,8.24
42653001,4.94
42653001,4.94
42564001,5.68
44049001,2.96
42313001,3.44
43380001,4.49
43375001,1.34
43363001,1.34
42149001,11.98
44096001,4.49
43383001,1.72
43714001,0.76
42104001,1.17
43554001,2.98
42324001,10.48
42633001,11.54
43852001,2.54
42197001,2.5
43121001,2.86
42167001,3.75
43482001,5.98
43416001,6.74
43691001,5.54
43055001,3.53
42872001,3.74
42513001,2.25
42359001,5.54
42356001,2.84
42941001,3.75
43399001,7.04
43384001,6.58
42582001,6.44
42572001,5.98
42735001,2.7
43920001,2.67
42713001,3.58
43054001,4.77
43080001,0.94
42190001,5.1
43904001,1.02
43679001,4.28
43636001,10.78
43543001,4.19
43045001,5.84
43228001,5.22
43423001,5.98
43670001,1.77
42360001,2.84
42915001,3.75
42583001,6.44
43526001,9.44
42568001,5.98
43776001,5.24
42799001,2.25
43083001,3.34
43788001,4.04
42451001,2.14
42955001,5.74
43809001,2.22
42356001,2.84
43388001,5.68
42583001,6.44
42523001,5.24
43063001,2.56
42699001,4.19
43694001,10.48
43112001,1.03
42700001,4.19
44047001,2.67
43541001,8.24
42713001,3.58
44001001,2.72
43407001,8.22
43744001,2.74
43434001,5.24
42691001,5.84
43510001,3.99
42125001,2.73
43659001,2.37
43597001,11.24
42754001,5.98
43832001,5.96
42565001,5.68
42812001,3.58
42360001,2.84
44013001,3.44
43687001,2.98
42941001,3.75
42529001,5.98
42570001,5.98
42564001,5.68
42975001,5.98
42976001,5.98
42313001,3.44
43370001,1.34
43017001,16.48
44143001,0.88
42531001,3.28
42471001,1.16
43439001,4.49
42946001,3.74
42386001,5.46
42274001,4.24
42463001,3.72
44118001,1.88
42105001,3.93
42148001,2.07
43718001,3.75
42356001,2.84
42357001,5.54
42450001,4.49
42347001,3.28
42577001,6.44
43529001,7.48
43538001,8.24
43772001,2.82
43618001,7.64
42738001,2.24
42551001,3.28
44098001,2.08
43453001,4.49
42927001,5.38
43764001,2.5
43857001,5.98
42886001,3.75
42840001,5.88
43620001,7.33
42435001,1.34
44095001,4.49
44126001,4.94
42356001,2.84
42357001,5.54
43929001,4.77
43611001,1.64
43732001,1.08
43961001,4.94
42486001,1.66
43429001,5.24
43184001,5.31
44146001,4.11
42309001,1.48
44093001,4.49
43672001,5.14
43922001,4.49
43861001,2.68
42380001,2.36
42798001,4.5
43799001,3.57
42360001,2.84
42357001,5.54
42446001,13.18
43402001,4.49
42523001,5.24
43181001,4.49
42191001,5.73
43420001,4.49
42298001,11.98
42554001,3.28
42598001,3.88
43647001,3.68
44007001,1.02
42960001,2.25
42357001,5.54
42356001,2.84
43676001,4.32
42883001,3.75
43470001,6.44
43495001,4.49
43935001,2.14
42159001,2.72
43560001,3.6
43577001,4.68
43572001,2.26
43986001,4.16
44102001,2.08
43650001,5.01
42136001,3.75
44090001,4.49
42880001,3.75
42406001,2.5
43692001,10.48
43524001,1.46
42662001,2.54
42357001,5.54
44081001,3.44
43075001,5.43
42578001,3.88
43564001,3.63
43878001,4.72
43248001,10.48
43708001,0.82
42400001,1.5
42845001,4.8
42422001,7.94
42974001,0.75
42371001,1.46
43808001,2.28
42320001,4.46
43184001,5.31
42321001,2.62
43072001,5.4
43075001,5.43
42627001,3.74
42497001,2.49
44136001,3.97
43533001,11.98
43805001,3.53
42167001,3.75
43736001,6.56
42798001,4.5
42500001,1.11
43878001,4.72
43047001,1.5
43636001,10.78
43406001,7.48
44117001,0.99
44066001,2.08
42466001,1.76
42205001,2.66
43568001,5.07
42811001,2.54
43941001,4.43
43673001,2.11
44109001,6.58
43461001,21.28
42358001,2.84
42356001,2.84
43804001,2.66
43769001,5.42
43907001,2.58
42321001,2.62
43475001,6.44
43123001,3.28
43524001,1.46
43856001,1.72
42586001,16.48
43508001,13.18
42700001,4.19
42382001,2.79
44087001,3.88
42808001,2.98
43927001,1.32
43630001,7.48
43120001,4.36
43640001,11.98
44053001,0.8
43899001,2.78
42375001,4.65
43474001,6.44
44005001,2.97
43604001,7.64
42672001,4.94
44001001,2.72
43756001,4.49
43463001,4.94
43883001,2.5
43799001,3.57
42340001,10.48
43068001,5.67
42360001,2.84
42359001,5.54
42934001,5.38
42913001,3.75
43397001,7.04
42522001,5.98
42582001,6.44
42267001,2.54
43068001,5.67
43434001,5.24
42989001,2.92
43613001,1.64
42844001,4.41
43188001,4.47
43451001,4.49
42333001,4.49
42645001,8.98
42818001,3.44
43836001,1.22
43007001,1.5
43163001,4.16
43471001,6.44
42935001,5.38
42882001,3.75
43649001,1.8
42748001,2.34
43551001,6.44
43963001,1.94
42362001,2.54
42590001,16.48
43837001,1.96
43811001,1.4
43586001,1.08
42323001,4.22
42200001,1.76
43969001,1.94
43048001,4.94
42360001,2.84
42357001,5.54
42919001,6.58
42266001,4.94
42522001,5.98
42312001,4.64
